Date,SSH
2009-09-16,0.134935498
2009-10-16,0.121926859
2009-11-16,0.100133754
2009-12-16,0.038190819
2010-01-16,-0.038378574
2010-02-15,-0.077664182
2010-03-16,-0.096705407
2010-04-16,-0.02148303
2010-05-16,0.034427419
2010-06-16,0.083609045
2010-07-16,0.129006281
2010-08-16,0.139048234
2010-09-16,0.195181966
2010-10-16,0.123828173
2010-11-16,0.097103216
2010-12-16,-0.035745762
2011-01-16,-0.06154995
2011-02-15,-0.068114191
2011-03-16,-0.006982662
2011-04-16,0.014742025
2011-05-16,0.044074375
2011-06-16,0.095073208
2011-07-16,0.129287034
2011-08-16,0.141083524
2011-09-16,0.16119945
2011-10-16,0.143413544
2011-11-16,0.114130989
2011-12-16,0.072817832
2012-01-16,0.001533734
2012-02-15,0.014929522
2012-03-16,0.052120965
2012-04-16,0.060526442
2012-05-16,0.090259083
2012-06-16,0.162492618
2012-07-16,0.14889589
2012-08-16,0.190886319
2012-09-16,0.18742463
2012-10-16,0.159611106
2012-11-16,0.136547342
2012-12-16,0.059895892
2013-01-16,0.03396761
2013-02-15,0.007738171
2013-03-16,-0.026585817
2013-04-16,0.036175784
2013-05-16,0.070989497
2013-06-16,0.096642375
2013-07-16,0.130907267
2013-08-16,0.164122373
2013-09-16,0.202870771
2013-10-16,0.18931663
2013-11-16,0.201025948
2013-12-16,0.091416739
2014-01-16,-0.030189876
2014-02-15,-0.036506537
2014-03-16,0.001783806
2014-04-16,0.036195464
2014-05-16,0.086583562
2014-06-16,0.100857683
2014-07-16,0.105636172
2014-08-16,0.120450713
2014-09-16,0.1940763
2014-10-16,0.172899634
2014-11-16,0.1245322
2014-12-16,0.109148711
2015-01-16,0.042724449
2015-02-15,0.029882027
2015-03-16,0.030829316
2015-04-16,0.07097055
2015-05-16,0.141553134
2015-06-16,0.149165392
2015-07-16,0.153738171
2015-08-16,0.161589429
2015-09-16,0.209346652
2015-10-16,0.224346295
2015-11-16,0.223521397
2015-12-16,0.168742731
2016-01-16,0.086308204
2016-02-15,0.024056017
2016-03-16,0.080987737
2016-04-16,0.109306961
2016-05-16,0.125880942
2016-06-16,0.147219896
2016-07-16,0.154362917
2016-08-16,0.181748897
2016-09-16,0.218955591
2016-10-16,0.251278311
2016-11-16,0.226449773
2016-12-16,0.133605421
2017-01-16,0.050553229
2017-02-15,0.038760852
2017-03-16,0.073104657
2017-04-16,0.10256324
2017-05-16,0.110650502
2017-06-16,0.176134184
2017-07-16,0.16671595
2017-08-16,0.18061921
2017-09-16,0.18456313
2017-10-16,0.258956045
2017-11-16,0.177529439
2017-12-16,0.085634835
